,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC,MEAN_PTS,MEAN_PTS_QTR1,MEAN_PTS_QTR2,MEAN_PTS_QTR3,MEAN_PTS_QTR4,MEAN_FG_PCT,MEAN_FT_PCT,MEAN_FG3_PCT,MEAN_AST,MEAN_REB,MEAN_TOV,MEAN_PTS_H,MEAN_FG_PCT_H,MEAN_FT_PCT_H,MEAN_FG3_PCT_H,MEAN_AST_H,MEAN_REB_H,MEAN_TOV_H,OPP_TEAM_ABBREVIATION,OPP_TEAM_WINS,OPP_TEAM_LOSSES,OPP_PTS,OPP_TEAM_MEAN_PTS,OPP_TEAM_MEAN_PTS_QTR1,OPP_TEAM_MEAN_PTS_QTR2,OPP_TEAM_MEAN_PTS_QTR3,OPP_TEAM_MEAN_PTS_QTR4,OPP_TEAM_MEAN_FG_PCT,OPP_TEAM_MEAN_FT_PCT,OPP_TEAM_MEAN_FG3_PCT,OPP_TEAM_MEAN_AST,OPP_TEAM_MEAN_REB,OPP_TEAM_MEAN_TOV,MEAN_PTS_A,MEAN_FG_PCT_A,MEAN_FT_PCT_A,MEAN_FG3_PCT_A,MEAN_AST_A,MEAN_REB_A,MEAN_TOV_A,W/L 1/0,LAST_2_MH,LAST_3_MH,LAST_5_MH,LAST_2_MA,LAST_3_MA,LAST_5_MA
586,6977,2020-01-12,MEM,18,22,122,27,33,35,27,45.0,84.0,31.4,33,60,16,1,113.66666666666667,29.307692307692307,27.28205128205128,29.128205128205128,27.58974358974359,47.382051282051286,78.14615384615384,36.102564102564095,27.692307692307693,45.58974358974359,15.076923076923077,116.05263157894737,47.60526315789474,77.84210526315788,35.568421052631585,27.894736842105264,46.73684210526316,15.052631578947368,GSW,9,32,102,105.66666666666667,25.128205128205128,27.512820512820515,26.28205128205128,25.641025641025642,43.04871794871795,80.72051282051282,33.68205128205129,24.615384615384617,43.8974358974359,14.051282051282051,104.0,42.60526315789473,79.02105263157895,30.357894736842116,23.31578947368421,44.05263157894737,13.578947368421053,1,2.0,3.0,4.0,2.0,3.0,5.0
587,6978,2020-01-13,DEN,27,12,114,29,37,23,25,48.1,78.4,44.0,24,44,13,1,108.5,26.55,26.95,27.525,26.725,45.92250000000001,77.7225,33.22,25.85,44.5,12.65,109.0,46.57000000000001,75.725,31.439999999999998,26.5,45.3,12.1,LAC,27,13,104,114.58974358974359,27.71794871794872,30.71794871794872,28.435897435897434,27.46153846153846,45.815384615384616,78.23333333333332,35.35897435897436,23.153846153846153,48.333333333333336,14.692307692307692,112.55,45.065,79.28,35.614999999999995,23.15,46.85,14.15,1,1.0,2.0,3.0,0.0,1.0,2.0
588,6979,2020-01-13,PHX,16,23,100,18,28,25,29,50.0,61.1,33.3,22,51,18,1,112.94736842105263,28.05263157894737,27.210526315789473,28.605263157894736,28.13157894736842,46.228947368421046,80.93684210526315,34.14210526315789,27.55263157894737,43.5,13.710526315789474,114.9090909090909,46.77272727272727,80.43636363636362,34.400000000000006,27.136363636363637,43.31818181818182,13.181818181818182,CHA,15,27,92,104.15384615384616,27.076923076923077,25.82051282051282,25.256410256410255,24.794871794871796,43.86666666666667,76.24871794871795,35.4025641025641,24.17948717948718,42.97435897435897,14.435897435897436,102.11111111111111,43.35,77.59999999999998,34.65,23.444444444444443,43.111111111111114,13.222222222222221,1,1.0,1.0,2.0,1.0,1.0,3.0
589,6980,2020-01-14,DET,14,27,110,23,29,25,25,40.4,79.2,34.4,27,43,9,1,108.67441860465117,28.232558139534884,27.74418604651163,25.88372093023256,26.46511627906977,46.239534883720935,73.99069767441857,37.06976744186046,23.88372093023256,42.627906976744185,14.906976744186046,111.95652173913044,48.05652173913043,73.60434782608695,38.49130434782609,24.652173913043477,42.26086956521739,14.304347826086957,NOP,15,26,117,113.43589743589743,28.512820512820515,27.58974358974359,28.53846153846154,28.28205128205128,45.33846153846154,73.42820512820512,36.535897435897446,25.435897435897434,45.30769230769231,14.974358974358974,112.28571428571429,45.12857142857143,74.5952380952381,36.53333333333333,24.80952380952381,45.23809523809524,15.857142857142858,0,0.0,1.0,1.0,1.0,1.0,2.0
590,6981,2020-01-14,IND,25,15,101,22,18,29,32,38.4,80.6,38.5,24,50,9,1,110.45,27.05,28.175,27.15,27.3,48.1575,78.35500000000002,37.71500000000001,26.425,42.05,12.2,112.52631578947368,47.86842105263158,78.71052631578948,36.26315789473684,26.57894736842105,44.05263157894737,12.210526315789474,PHI,25,16,95,108.76923076923077,29.025641025641026,26.692307692307693,26.897435897435898,25.94871794871795,46.22051282051282,74.27435897435898,35.63076923076923,26.358974358974358,46.02564102564103,13.871794871794872,105.9,44.455000000000005,73.10000000000001,33.675,25.65,44.6,13.9,1,0.0,1.0,3.0,2.0,3.0,5.0
591,6982,2020-01-14,BOS,27,11,113,28,27,28,30,47.0,89.7,39.1,28,43,12,1,113.10810810810811,27.0,27.243243243243242,30.08108108108108,28.594594594594593,46.58108108108109,80.26756756756757,36.23513513513514,23.62162162162162,45.729729729729726,12.891891891891891,116.55,48.02,81.88000000000002,37.77499999999999,24.55,45.15,12.0,CHI,14,27,101,105.39024390243902,26.70731707317073,26.21951219512195,26.146341463414632,25.829268292682926,43.87073170731708,75.97804878048781,35.16585365853659,22.926829268292682,42.707317073170735,14.146341463414634,107.55,44.705,77.2,34.96,22.85,41.15,13.3,1,1.0,2.0,3.0,1.0,2.0,3.0
592,6983,2020-01-14,MIN,15,24,104,33,27,19,25,41.8,76.2,34.3,23,37,9,1,111.66666666666667,27.0,28.128205128205128,27.384615384615383,27.256410256410255,43.35384615384616,74.83846153846154,32.31282051282051,23.0,46.56410256410256,14.512820512820513,108.83333333333333,41.86666666666666,73.1888888888889,29.500000000000007,22.11111111111111,49.05555555555556,13.833333333333334,OKC,23,17,117,110.25641025641026,26.28205128205128,27.897435897435898,28.153846153846153,26.974358974358974,47.292307692307695,79.12307692307692,35.82307692307692,21.46153846153846,43.35897435897436,13.025641025641026,106.63157894736842,45.45263157894736,78.43157894736841,34.642105263157895,19.57894736842105,44.10526315789474,12.31578947368421,0,2.0,3.0,3.0,1.0,1.0,1.0
593,6984,2020-01-14,POR,17,24,115,25,37,29,24,50.6,78.9,43.2,26,47,13,1,112.28205128205128,27.743589743589745,27.71794871794872,28.53846153846154,27.435897435897434,45.256410256410255,81.70256410256411,34.76153846153846,19.205128205128204,46.1025641025641,12.538461538461538,115.25,45.335,84.67999999999999,36.955,19.3,47.75,13.1,CHA,15,28,112,103.85,27.0,25.7,25.275,24.7,43.8175,76.01,35.089999999999996,24.2,42.825,14.425,101.57894736842105,43.27368421052632,77.02631578947367,34.031578947368416,23.526315789473685,42.78947368421053,13.263157894736842,1,0.0,0.0,1.0,2.0,2.0,3.0
594,6985,2020-01-14,SAC,15,25,112,25,27,33,27,51.7,90.9,38.7,25,44,12,1,106.2051282051282,25.974358974358974,26.28205128205128,27.0,26.025641025641026,45.146153846153844,76.21025641025642,34.676923076923075,22.564102564102566,42.58974358974359,14.461538461538462,105.41176470588235,44.59411764705882,75.14117647058822,34.311764705882354,21.176470588235293,44.705882352941174,15.294117647058824,ORL,19,21,114,103.1025641025641,25.076923076923077,26.94871794871795,25.76923076923077,25.307692307692307,43.38717948717949,75.35384615384612,33.35384615384615,22.487179487179485,44.82051282051282,12.41025641025641,104.77777777777777,42.85555555555556,78.43333333333334,33.266666666666666,21.833333333333332,43.22222222222222,11.666666666666666,0,1.0,1.0,2.0,1.0,2.0,4.0
595,6986,2020-01-14,LAL,33,7,128,21,26,37,44,54.5,75.0,36.7,33,45,9,1,113.56410256410257,30.128205128205128,29.46153846153846,28.307692307692307,25.256410256410255,48.24358974358974,73.62051282051279,35.82051282051282,25.512820512820515,45.76923076923077,14.23076923076923,112.625,47.94375,78.85,35.1375,26.625,46.375,15.0625,CLE,12,28,99,105.15384615384616,26.025641025641026,25.307692307692307,26.46153846153846,26.666666666666668,45.23846153846154,75.6846153846154,33.91538461538462,22.0,44.666666666666664,15.025641025641026,103.82352941176471,44.2,76.19999999999999,29.958823529411767,20.705882352941178,45.11764705882353,14.941176470588236,1,2.0,3.0,5.0,0.0,1.0,2.0
596,6987,2020-01-15,ATL,9,32,123,28,28,28,39,49.5,85.0,45.2,25,46,15,1,106.92307692307692,26.0,27.487179487179485,27.435897435897434,25.487179487179485,44.29230769230769,76.5128205128205,31.63076923076923,23.102564102564102,43.256410256410255,16.17948717948718,106.15789473684211,44.56315789473684,74.97368421052633,31.536842105263165,22.63157894736842,44.31578947368421,16.36842105263158,PHX,16,24,110,112.61538461538461,27.794871794871796,27.23076923076923,28.512820512820515,28.153846153846153,46.32564102564102,80.42820512820512,34.12051282051281,27.41025641025641,43.69230769230769,13.820512820512821,110.25,45.481249999999996,81.625,33.7875,28.125,43.75,14.4375,1,0.0,1.0,1.0,1.0,1.0,3.0
597,6988,2020-01-15,BKN,18,21,107,26,19,29,33,50.0,60.0,30.8,22,43,12,1,111.27027027027027,28.18918918918919,28.756756756756758,27.56756756756757,24.91891891891892,44.69729729729731,73.99459459459459,34.670270270270265,24.0,49.108108108108105,15.756756756756756,111.52631578947368,45.92631578947368,69.77368421052633,36.97894736842106,23.842105263157894,49.78947368421053,17.42105263157895,UTA,28,12,118,110.475,27.3,26.75,28.8,27.625,47.71,76.28000000000003,38.385000000000005,22.225,45.95,14.825,109.52380952380952,46.833333333333336,77.18095238095236,38.07619047619047,22.095238095238095,45.23809523809524,14.428571428571429,0,2.0,2.0,2.0,0.0,0.0,0.0
598,6989,2020-01-15,MEM,19,22,121,32,35,18,36,50.5,84.2,35.1,29,42,7,1,113.875,29.25,27.425,29.275,27.575,47.322500000000005,78.29249999999999,35.985,27.825,45.95,15.1,116.35,47.475,78.14999999999999,35.36,28.15,47.4,15.1,HOU,26,13,110,119.0,29.526315789473685,31.36842105263158,29.657894736842106,27.973684210526315,45.876315789473686,77.90789473684212,34.9078947368421,22.157894736842106,47.13157894736842,14.657894736842104,118.4,45.845,80.68,35.96999999999999,21.65,44.7,15.2,1,2.0,3.0,4.0,1.0,2.0,3.0
599,6990,2020-01-15,MIL,36,6,128,29,36,43,20,48.9,82.1,41.7,27,59,14,1,118.92307692307692,28.897435897435898,30.076923076923077,29.666666666666668,30.153846153846153,48.351282051282055,72.38974358974357,35.78974358974358,26.23076923076923,51.53846153846154,13.820512820512821,119.65,48.795,69.45500000000001,37.074999999999996,28.0,51.0,13.7,NYK,11,30,102,104.35897435897436,25.974358974358974,26.102564102564102,25.82051282051282,26.153846153846153,43.676923076923075,69.62564102564103,34.07692307692308,21.384615384615383,46.02564102564103,13.923076923076923,103.61904761904762,43.21904761904762,70.54285714285716,34.56190476190476,20.19047619047619,46.04761904761905,13.857142857142858,1,2.0,3.0,5.0,2.0,3.0,4.0
600,6991,2020-01-15,GSW,9,33,97,26,21,24,26,44.8,76.9,28.1,27,36,14,1,105.575,25.15,27.65,26.05,25.65,42.9225,80.4875,34.09000000000001,24.575,43.975,14.25,107.25,43.47,82.33500000000001,36.839999999999996,25.85,43.75,14.5,DAL,25,15,124,115.89473684210526,29.0,29.07894736842105,29.81578947368421,27.210526315789473,45.9157894736842,76.57368421052627,36.64736842105264,24.05263157894737,47.3421052631579,12.31578947368421,118.83333333333333,46.01666666666667,76.89444444444445,37.922222222222224,24.88888888888889,47.833333333333336,11.722222222222221,0,0.0,0.0,2.0,2.0,2.0,3.0
601,6992,2020-01-15,LAC,28,13,128,31,35,40,22,52.1,71.4,39.5,29,53,11,1,114.325,27.775,30.5,28.275,27.525,45.8,78.19999999999999,35.08,23.1,48.175,14.675,116.73684210526316,46.60526315789473,77.13157894736842,35.08947368421053,23.157894736842106,49.89473684210526,15.263157894736842,CLE,12,29,103,105.0,26.05,25.2,26.35,26.725,45.22500000000001,75.46000000000001,33.7675,21.975,44.55,15.125,103.55555555555556,44.22777777777779,75.67222222222222,29.849999999999998,20.72222222222222,44.833333333333336,15.166666666666666,1,2.0,2.0,3.0,1.0,1.0,2.0
602,6993,2020-01-16,BOS,27,12,103,24,35,23,21,49.4,60.0,32.1,21,44,15,1,113.10526315789474,27.026315789473685,27.236842105263158,30.026315789473685,28.63157894736842,46.5921052631579,80.51578947368421,36.310526315789474,23.736842105263158,45.6578947368421,12.868421052631579,116.38095238095238,47.971428571428575,82.25238095238097,37.838095238095235,24.714285714285715,45.04761904761905,12.0,DET,15,27,116,108.70454545454545,28.113636363636363,27.772727272727273,25.863636363636363,26.431818181818183,46.10681818181819,74.10909090909087,37.00909090909091,23.954545454545453,42.63636363636363,14.772727272727273,104.9,44.150000000000006,74.43500000000002,35.434999999999995,23.0,43.05,15.6,0,2.0,2.0,3.0,1.0,1.0,3.0
603,6994,2020-01-16,PHI,26,16,117,25,29,32,31,51.1,64.0,36.7,25,49,12,1,108.425,28.875,26.675,26.725,25.95,46.105000000000004,74.39,35.19500000000001,26.125,46.175,13.8,111.78947368421052,48.07894736842106,75.51052631578948,37.68947368421053,27.105263157894736,47.526315789473685,13.842105263157896,BKN,18,22,106,111.15789473684211,28.13157894736842,28.5,27.605263157894736,25.13157894736842,44.836842105263166,73.62631578947368,34.56842105263157,23.94736842105263,48.94736842105263,15.657894736842104,111.0,43.400000000000006,78.45,32.23333333333332,24.166666666666668,48.388888888888886,14.0,1,2.0,3.0,4.0,2.0,3.0,5.0
604,6995,2020-01-16,MIA,28,12,106,24,27,24,31,46.6,53.8,42.5,26,49,9,1,112.04878048780488,29.463414634146343,28.5609756097561,26.121951219512194,25.414634146341463,46.89756097560976,77.32926829268294,37.270731707317076,25.195121951219512,45.26829268292683,14.414634146341463,117.10526315789474,48.17368421052632,77.57368421052632,39.3421052631579,26.842105263157894,47.21052631578947,14.842105263157896,SAS,17,22,100,113.42105263157895,27.18421052631579,28.07894736842105,29.0,27.57894736842105,47.142105263157895,80.00789473684212,36.550000000000004,24.605263157894736,46.36842105263158,12.921052631578947,113.88235294117646,48.017647058823535,78.19411764705882,35.47647058823529,23.235294117647058,44.94117647058823,12.588235294117647,1,2.0,3.0,5.0,1.0,1.0,3.0
605,6996,2020-01-16,CHI,15,27,115,24,31,30,30,50.6,68.2,36.8,26,41,15,1,105.28571428571429,26.404761904761905,26.142857142857142,26.333333333333332,25.928571428571427,43.914285714285725,76.09285714285716,34.900000000000006,22.761904761904763,42.595238095238095,14.142857142857142,103.33333333333333,43.07619047619047,74.81428571428572,35.36190476190477,23.0,44.19047619047619,14.952380952380953,WAS,13,27,106,113.8974358974359,28.46153846153846,30.05128205128205,27.307692307692307,27.512820512820515,46.0769230769231,77.26410256410256,35.512820512820504,25.102564102564102,42.53846153846154,13.435897435897436,113.75,45.635000000000005,78.79,34.425,26.1,41.05,13.35,1,0.0,0.0,1.0,2.0,2.0,4.0
606,6997,2020-01-16,MIN,15,25,99,30,29,18,22,43.2,75.0,39.3,26,45,15,1,111.475,27.15,28.1,27.175,27.2,43.31500000000001,74.8725,32.3625,23.0,46.325,14.375,108.57894736842105,41.86315789473684,73.34736842105264,29.752631578947373,22.157894736842106,48.421052631578945,13.578947368421053,IND,26,15,104,110.21951219512195,26.926829268292682,27.926829268292682,27.195121951219512,27.414634146341463,47.91951219512195,78.40975609756099,37.73414634146342,26.365853658536587,42.24390243902439,12.121951219512194,108.57142857142857,48.41904761904761,78.03333333333333,39.02857142857143,26.285714285714285,40.23809523809524,12.19047619047619,0,1.0,2.0,3.0,0.0,1.0,3.0
607,6998,2020-01-16,OKC,23,18,121,25,30,28,38,50.6,95.0,38.1,32,31,18,1,110.425,26.375,28.025,28.175,26.925,47.36,79.3575,35.927499999999995,21.55,43.55,13.075,113.7,49.04,79.78,36.94500000000001,23.25,42.65,13.7,TOR,26,14,130,110.33333333333333,27.128205128205128,27.17948717948718,28.974358974358974,26.153846153846153,44.451282051282064,79.71794871794873,36.892307692307696,24.846153846153847,45.97435897435897,13.743589743589743,107.94736842105263,43.69473684210526,78.23684210526318,36.10526315789474,24.36842105263158,46.1578947368421,14.263157894736842,0,1.0,2.0,3.0,0.0,1.0,2.0
608,6999,2020-01-16,DEN,28,12,100,28,29,17,26,48.1,60.0,32.1,28,40,11,1,108.63414634146342,26.609756097560975,27.195121951219512,27.414634146341463,26.682926829268293,45.97560975609757,77.7390243902439,33.482926829268294,25.804878048780488,44.48780487804878,12.658536585365853,109.23809523809524,46.642857142857146,75.85238095238095,32.03809523809524,26.38095238095238,45.23809523809524,12.142857142857142,CHA,15,29,86,104.04878048780488,26.975609756097562,25.5609756097561,25.70731707317073,24.658536585365855,43.831707317073175,76.05365853658537,35.390243902439025,24.195121951219512,42.80487804878049,14.268292682926829,102.1,43.33,77.06499999999998,34.699999999999996,23.55,42.75,13.0,1,1.0,2.0,3.0,2.0,3.0,3.0
609,7000,2020-01-16,HOU,26,14,107,26,21,30,30,39.6,65.2,32.7,24,50,12,1,118.76923076923077,29.71794871794872,31.17948717948718,29.46153846153846,27.94871794871795,45.8025641025641,78.26153846153846,34.81025641025641,22.05128205128205,46.97435897435897,14.666666666666666,119.66666666666667,45.91111111111111,74.82777777777777,33.72777777777778,22.72222222222222,49.833333333333336,14.055555555555555,POR,18,24,117,112.35,27.675,27.95,28.55,27.35,45.39,81.63250000000001,34.9725,19.375,46.125,12.55,109.15789473684211,45.17368421052632,78.56842105263159,32.45263157894737,19.105263157894736,44.36842105263158,11.947368421052632,0,2.0,3.0,5.0,1.0,2.0,3.0
610,7001,2020-01-16,SAC,15,26,123,31,36,26,30,52.1,55.0,36.4,28,42,8,1,106.35,25.95,26.3,27.15,26.05,45.309999999999995,76.57750000000001,34.777499999999996,22.625,42.625,14.4,105.77777777777777,44.988888888888894,76.01666666666667,34.555555555555564,21.38888888888889,44.666666666666664,15.11111111111111,DAL,26,15,127,116.1025641025641,29.17948717948718,29.076923076923077,29.794871794871796,27.28205128205128,46.046153846153835,76.19743589743585,36.60769230769232,24.025641025641026,47.48717948717949,12.179487179487179,119.10526315789474,46.27894736842106,76.10526315789474,37.77368421052632,24.789473684210527,48.10526315789474,11.473684210526315,0,0.0,1.0,2.0,1.0,2.0,3.0
611,7002,2020-01-16,LAL,33,8,118,29,29,30,30,49.5,63.6,39.5,34,48,16,1,113.925,29.9,29.375,28.525,25.725,48.39999999999999,73.65499999999997,35.8425,25.7,45.75,14.1,113.52941176470588,48.32941176470588,78.62352941176471,35.22941176470589,27.0,46.294117647058826,14.705882352941176,ORL,20,21,119,103.375,25.275,27.075,25.65,25.375,43.39,75.55249999999998,33.294999999999995,22.35,44.85,12.3,105.26315789473684,42.88947368421053,78.68947368421053,33.147368421052626,21.57894736842105,43.36842105263158,11.473684210526315,0,2.0,3.0,5.0,1.0,1.0,3.0
612,7003,2020-01-17,NYK,11,31,98,32,20,27,19,41.1,66.7,30.8,21,40,18,1,104.3,25.9,25.875,26.075,26.15,43.467499999999994,69.7125,33.9675,21.5,46.1,13.85,105.22222222222223,44.211111111111116,68.55555555555556,33.511111111111106,22.77777777777778,46.0,14.0,PHX,17,24,121,112.55,27.725,27.2,28.6,28.125,46.317499999999995,80.44749999999999,33.76749999999999,27.225,43.6,13.75,110.23529411764706,45.51176470588235,81.60000000000001,32.976470588235294,27.647058823529413,43.529411764705884,14.235294117647058,0,1.0,2.0,2.0,2.0,2.0,3.0
613,7004,2020-01-17,MIL,37,6,128,36,40,30,22,49.4,70.3,51.6,21,50,10,1,119.15,28.9,30.225,30.0,29.9,48.365,72.63249999999998,35.93749999999999,26.25,51.725,13.825,120.04761904761905,48.8,70.05714285714286,37.29523809523809,27.952380952380953,51.38095238095238,13.714285714285714,BOS,27,13,123,112.84615384615384,26.94871794871795,27.435897435897434,29.846153846153847,28.435897435897434,46.66410256410257,79.98974358974358,36.2025641025641,23.666666666666668,45.61538461538461,12.923076923076923,109.05882352941177,44.88823529411765,78.37058823529412,34.42352941176471,22.529411764705884,46.411764705882355,13.941176470588236,1,2.0,3.0,5.0,2.0,2.0,2.0
614,7005,2020-01-17,NOP,16,26,138,25,31,31,35,54.8,71.4,42.3,29,45,13,1,113.525,28.6,27.675,28.475,27.9,45.247499999999995,73.63,36.487500000000004,25.375,45.7,15.075,114.77777777777777,45.583333333333336,72.06666666666668,36.53888888888889,26.166666666666668,45.388888888888886,13.944444444444445,UTA,28,13,132,110.65853658536585,27.365853658536587,26.804878048780488,28.804878048780488,27.682926829268293,47.765853658536585,76.53414634146344,38.329268292682926,22.146341463414632,45.829268292682926,14.658536585365853,109.9090909090909,46.97727272727273,77.61363636363636,37.986363636363635,21.954545454545453,45.04545454545455,14.136363636363637,1,1.0,2.0,3.0,0.0,0.0,0.0
