,GAME_ID,DATE,TEAM_ABBREVIATION,WINS,LOSSES,PTS,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,LOC
180,6570,2020-01-23,ATL,11,34,102,16,25,28,33,35.3,82.6,31.4,21,63,15,1
181,6571,2020-01-23,BOS,29,14,119,25,33,41,20,50.6,75.0,43.8,32,44,9,1
182,6572,2020-01-23,MIA,31,13,134,30,39,21,28,50.6,86.1,51.5,29,43,16,1
183,6573,2020-01-23,NYK,12,33,92,25,23,22,22,40.9,69.2,32.4,24,47,17,1
184,6574,2020-01-23,TOR,30,14,107,26,24,26,31,46.5,66.7,39.4,27,53,12,1
185,6575,2020-01-23,CHI,17,29,117,35,24,22,36,46.4,81.1,30.0,21,50,12,1
186,6576,2020-01-23,HOU,27,16,121,35,25,32,29,47.2,85.7,44.8,26,53,17,1
187,6577,2020-01-23,NOP,17,28,117,24,27,31,35,46.4,78.1,38.9,26,41,14,1
188,6578,2020-01-23,PHX,18,26,87,24,24,17,22,35.7,88.5,20.0,13,44,13,1
189,6579,2020-01-23,GSW,10,36,96,17,26,26,27,39.8,83.3,26.1,20,37,8,1
190,6580,2020-01-24,CLE,12,33,112,24,37,25,26,45.8,76.5,33.3,24,36,8,1
191,6581,2020-01-24,BKN,18,25,113,35,35,24,19,44.0,80.0,45.7,30,41,16,1
192,6582,2020-01-24,POR,19,27,125,37,26,27,35,50.5,80.0,53.8,20,43,12,1
193,6583,2020-01-24,CHA,15,31,103,31,24,23,25,37.2,83.3,35.9,24,39,13,1
194,6584,2020-01-25,DET,17,29,112,23,38,24,27,42.9,74.2,34.4,23,37,7,1
195,6585,2020-01-25,ORL,21,25,98,30,27,20,21,40.0,73.7,32.4,18,46,14,1
196,6586,2020-01-25,NYK,12,34,112,28,25,26,33,49.4,71.4,36.1,26,46,14,1
197,6587,2020-01-25,MIA,31,14,117,30,35,20,32,43.0,82.8,29.5,25,45,9,1
198,6588,2020-01-25,CHI,17,30,81,21,23,25,12,39.2,78.6,21.6,23,43,19,1
199,6589,2020-01-25,MIN,15,30,124,26,34,24,40,49.0,85.0,34.4,28,52,17,1
200,6590,2020-01-25,NOP,17,29,106,28,28,26,24,46.3,60.0,44.4,24,45,17,1
201,6591,2020-01-25,OKC,27,19,140,33,33,38,36,58.1,76.5,56.0,28,45,14,1
202,6592,2020-01-25,SAS,20,24,99,28,16,28,27,42.3,84.8,20.0,19,43,14,1
